INFO 2025-10-27 13:53:19,769 autoreload 33276 7692 Watching for file changes with StatReloader
INFO 2025-10-28 09:59:12,887 basehttp 32456 25184 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 09:59:42,547 basehttp 32456 25184 "GET /admin/monitoring/systemsettings/ HTTP/1.1" 200 13642
INFO 2025-10-28 09:59:44,221 basehttp 32456 25184 "GET /admin/monitoring/systemsettings/add/ HTTP/1.1" 200 30888
INFO 2025-10-28 09:59:44,275 basehttp 32456 25184 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 10:00:06,672 basehttp 32456 25184 "GET /admin/monitoring/satelliteimage/ HTTP/1.1" 200 16058
INFO 2025-10-28 10:00:06,727 basehttp 32456 25184 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 10:00:08,826 basehttp 32456 25184 "GET /admin/monitoring/pipeline/ HTTP/1.1" 200 15962
INFO 2025-10-28 10:00:08,876 basehttp 32456 25184 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 10:00:10,128 basehttp 32456 25184 "GET /admin/monitoring/pipeline/add/ HTTP/1.1" 200 24687
INFO 2025-10-28 10:00:10,176 basehttp 32456 25184 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 10:00:25,617 basehttp 32456 25184 "GET /admin/monitoring/pipelinesegment/ HTTP/1.1" 200 15462
INFO 2025-10-28 10:00:25,672 basehttp 32456 25184 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 10:00:27,254 basehttp 32456 25184 "GET /admin/monitoring/pipelinesegment/add/ HTTP/1.1" 200 27922
INFO 2025-10-28 10:00:27,431 basehttp 32456 25184 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-10-28 10:03:29,806 log 32456 25184 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:03:29,807 basehttp 32456 25184 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:11:40,000 log 32456 34180 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:11:40,000 basehttp 32456 34180 "GET /api/auth/users/ HTTP/1.1" 401 58
INFO 2025-10-28 10:12:18,637 autoreload 32456 26108 C:\Users\USER\Desktop\projects\sat_data_automation_4\server\pipeline_monitoring\settings.py changed, reloading.
INFO 2025-10-28 10:12:20,540 autoreload 31408 23752 Watching for file changes with StatReloader
WARNING 2025-10-28 10:12:26,659 log 31408 31384 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:12:26,659 basehttp 31408 31384 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:12:28,267 log 31408 31384 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:12:28,267 basehttp 31408 31384 "GET /api/auth/users/ HTTP/1.1" 401 58
INFO 2025-10-28 10:12:54,553 autoreload 31336 25980 Watching for file changes with StatReloader
WARNING 2025-10-28 10:12:58,528 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:12:58,529 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:12:59,939 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:12:59,939 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:00,471 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:00,472 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:00,689 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:00,690 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:00,882 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:00,882 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:01,340 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:01,340 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:01,858 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:01,858 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:02,170 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:02,172 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:02,389 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:02,391 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:02,774 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:02,774 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:03,129 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:03,130 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:03,658 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:03,658 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
WARNING 2025-10-28 10:13:04,976 log 31336 26460 Unauthorized: /api/auth/users/
WARNING 2025-10-28 10:13:04,976 basehttp 31336 26460 "GET /api/auth/users/ HTTP/1.1" 401 58
INFO 2025-10-28 10:14:01,027 basehttp 31336 29380 "POST /api/auth/users/ HTTP/1.1" 201 72
INFO 2025-10-28 10:14:01,037 basehttp 31336 29380 "OPTIONS /api/auth/jwt/create/ HTTP/1.1" 200 0
INFO 2025-10-28 10:14:02,003 basehttp 31336 29380 "POST /api/auth/jwt/create/ HTTP/1.1" 200 489
INFO 2025-10-28 10:14:02,007 basehttp 31336 29380 "OPTIONS /api/auth/users/me/ HTTP/1.1" 200 0
INFO 2025-10-28 10:14:02,054 basehttp 31336 29380 "GET /api/auth/users/me/ HTTP/1.1" 200 221
INFO 2025-10-28 10:14:02,097 basehttp 31336 27424 "OPTIONS /api/dashboard/recent-activity/ HTTP/1.1" 200 0
INFO 2025-10-28 10:14:02,097 basehttp 31336 29380 "OPTIONS /api/dashboard/stats/ HTTP/1.1" 200 0
INFO 2025-10-28 10:14:02,100 basehttp 31336 27424 "OPTIONS /api/dashboard/pipeline-health/ HTTP/1.1" 200 0
INFO 2025-10-28 10:14:02,100 basehttp 31336 29380 "OPTIONS /api/alerts/active/ HTTP/1.1" 200 0
INFO 2025-10-28 10:14:02,112 basehttp 31336 27424 "OPTIONS /api/pipelines/ HTTP/1.1" 200 0
WARNING 2025-10-28 10:14:02,131 log 31336 29380 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:14:02,137 basehttp 31336 29380 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:14:02,154 log 31336 29380 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:14:02,154 basehttp 31336 29380 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 10:14:02,277 basehttp 31336 27424 "GET /api/dashboard/stats/ HTTP/1.1" 200 165
INFO 2025-10-28 10:14:02,295 basehttp 31336 29380 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-28 10:14:02,320 basehttp 31336 27424 "GET /api/pipelines/ HTTP/1.1" 200 52
WARNING 2025-10-28 10:14:03,167 log 31336 27424 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:14:03,178 log 31336 29380 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:14:03,179 basehttp 31336 27424 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:14:03,179 basehttp 31336 29380 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:14:03,634 log 31336 27424 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:14:03,638 log 31336 29380 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:14:03,638 basehttp 31336 29380 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:14:03,638 basehttp 31336 27424 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:14:04,676 log 31336 27424 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:14:04,676 log 31336 29380 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:14:04,676 basehttp 31336 27424 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:14:04,676 basehttp 31336 29380 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:14:39,037 log 31336 29380 Unauthorized: /api/auth/jwt/create/
WARNING 2025-10-28 10:14:39,037 basehttp 31336 29380 "POST /api/auth/jwt/create/ HTTP/1.1" 401 63
INFO 2025-10-28 10:33:37,405 autoreload 31336 25980 C:\Users\USER\Desktop\projects\sat_data_automation_4\server\pipeline_monitoring\settings.py changed, reloading.
INFO 2025-10-28 10:33:38,165 autoreload 31728 31604 Watching for file changes with StatReloader
INFO 2025-10-28 10:40:15,560 basehttp 31728 16036 "GET /admin/ HTTP/1.1" 200 14351
INFO 2025-10-28 10:40:28,206 basehttp 31728 16036 "GET /admin/monitoring/satelliteimage/ HTTP/1.1" 200 16058
INFO 2025-10-28 10:40:28,269 basehttp 31728 16036 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 10:40:29,364 basehttp 31728 16036 "GET /admin/monitoring/satelliteimage/add/ HTTP/1.1" 200 28426
INFO 2025-10-28 10:40:29,414 basehttp 31728 16036 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 10:41:34,278 basehttp 31728 16036 "GET /admin/monitoring/satelliteimage/add/ HTTP/1.1" 200 28426
INFO 2025-10-28 10:41:34,333 basehttp 31728 16036 "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-10-28 10:44:26,470 basehttp 31728 28924 "POST /api/auth/jwt/create/ HTTP/1.1" 200 489
INFO 2025-10-28 10:44:26,501 basehttp 31728 28924 "GET /api/auth/users/me/ HTTP/1.1" 200 209
WARNING 2025-10-28 10:44:26,543 log 31728 4644 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:44:26,543 basehttp 31728 4644 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:44:26,549 log 31728 4644 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:44:26,550 basehttp 31728 4644 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 10:44:26,574 basehttp 31728 28924 "GET /api/dashboard/stats/ HTTP/1.1" 200 165
INFO 2025-10-28 10:44:26,574 basehttp 31728 4644 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-28 10:44:26,605 basehttp 31728 28924 "GET /api/pipelines/ HTTP/1.1" 200 52
WARNING 2025-10-28 10:44:27,551 log 31728 28924 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:44:27,551 basehttp 31728 28924 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:44:27,558 log 31728 28924 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:44:27,558 basehttp 31728 28924 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 10:44:36,896 basehttp 31728 28924 "OPTIONS /api/pipelines/?search=&status=&material=&ordering=-created_at HTTP/1.1" 200 0
INFO 2025-10-28 10:44:36,935 basehttp 31728 28924 "GET /api/pipelines/?search=&status=&material=&ordering=-created_at HTTP/1.1" 200 52
INFO 2025-10-28 10:44:40,671 basehttp 31728 28924 "OPTIONS /api/satellite-images/?search=&pipeline=&satellite_name=&processing_status=&source_api=&ordering=-image_date HTTP/1.1" 200 0
INFO 2025-10-28 10:44:40,705 basehttp 31728 28924 "GET /api/satellite-images/?search=&pipeline=&satellite_name=&processing_status=&source_api=&ordering=-image_date HTTP/1.1" 200 52
INFO 2025-10-28 10:44:42,576 basehttp 31728 28924 "OPTIONS /api/analysis-results/?confidence_min=0&confidence_max=100&verified=false&ordering=-created_at HTTP/1.1" 200 0
INFO 2025-10-28 10:44:42,618 basehttp 31728 28924 "GET /api/analysis-results/?confidence_min=0&confidence_max=100&verified=false&ordering=-created_at HTTP/1.1" 200 52
INFO 2025-10-28 10:44:46,054 basehttp 31728 28924 "OPTIONS /api/alerts/?is_resolved=false&ordering=-created_at HTTP/1.1" 200 0
INFO 2025-10-28 10:44:46,085 basehttp 31728 28924 "GET /api/alerts/?is_resolved=false&ordering=-created_at HTTP/1.1" 200 52
INFO 2025-10-28 10:44:48,473 basehttp 31728 4644 "OPTIONS /api/analysis-results/ HTTP/1.1" 200 0
INFO 2025-10-28 10:44:48,473 basehttp 31728 31276 "OPTIONS /api/alerts/ HTTP/1.1" 200 0
INFO 2025-10-28 10:44:48,473 basehttp 31728 28924 "OPTIONS /api/satellite-images/ HTTP/1.1" 200 0
INFO 2025-10-28 10:44:48,506 basehttp 31728 28924 "GET /api/analysis-results/ HTTP/1.1" 200 52
INFO 2025-10-28 10:44:48,514 basehttp 31728 31276 "GET /api/alerts/ HTTP/1.1" 200 52
INFO 2025-10-28 10:44:48,514 basehttp 31728 4644 "GET /api/satellite-images/ HTTP/1.1" 200 52
INFO 2025-10-28 10:44:49,893 basehttp 31728 4644 "OPTIONS /api/activity-logs/?ordering=-timestamp HTTP/1.1" 200 0
INFO 2025-10-28 10:44:49,920 basehttp 31728 4644 "GET /api/activity-logs/?ordering=-timestamp HTTP/1.1" 200 52
INFO 2025-10-28 10:44:52,563 basehttp 31728 4644 "OPTIONS /api/users/?ordering=-date_joined HTTP/1.1" 200 0
INFO 2025-10-28 10:44:52,598 basehttp 31728 4644 "GET /api/users/?ordering=-date_joined HTTP/1.1" 200 688
INFO 2025-10-28 10:44:59,040 basehttp 31728 4644 "OPTIONS /api/settings/current/ HTTP/1.1" 200 0
INFO 2025-10-28 10:44:59,084 basehttp 31728 4644 "GET /api/settings/current/ HTTP/1.1" 200 741
INFO 2025-10-28 10:50:34,136 basehttp 31728 22788 "GET /api/auth/users/me/ HTTP/1.1" 200 209
INFO 2025-10-28 10:50:34,169 basehttp 31728 22788 "GET /api/auth/users/me/ HTTP/1.1" 200 209
INFO 2025-10-28 10:50:34,210 basehttp 31728 22788 "GET /api/dashboard/stats/ HTTP/1.1" 200 165
WARNING 2025-10-28 10:50:34,219 log 31728 22788 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:50:34,219 basehttp 31728 22788 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:50:34,226 log 31728 22788 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:50:34,226 basehttp 31728 22788 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 10:50:34,259 basehttp 31728 22788 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-28 10:50:34,285 basehttp 31728 22788 "GET /api/pipelines/ HTTP/1.1" 200 52
WARNING 2025-10-28 10:50:35,226 log 31728 22788 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:50:35,226 basehttp 31728 22788 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:50:35,233 log 31728 22788 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:50:35,233 basehttp 31728 22788 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 10:51:08,644 basehttp 31728 22788 "GET /api/settings/current/ HTTP/1.1" 200 741
WARNING 2025-10-28 10:51:09,589 log 31728 22788 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:51:09,594 log 31728 32084 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:51:09,594 basehttp 31728 22788 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:51:09,594 basehttp 31728 32084 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:51:10,613 log 31728 32084 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:51:10,618 log 31728 22788 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:51:10,618 basehttp 31728 32084 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:51:10,618 basehttp 31728 22788 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 10:51:10,812 basehttp 31728 22788 "GET /api/pipelines/?search=&status=&material=&ordering=-created_at HTTP/1.1" 200 52
INFO 2025-10-28 10:51:11,900 basehttp 31728 22788 "GET /api/satellite-images/?search=&pipeline=&satellite_name=&processing_status=&source_api=&ordering=-image_date HTTP/1.1" 200 52
WARNING 2025-10-28 10:51:13,247 log 31728 22788 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:51:13,251 log 31728 32084 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:51:13,252 basehttp 31728 22788 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:51:13,252 basehttp 31728 32084 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:51:14,266 log 31728 32084 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 10:51:14,272 log 31728 22788 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 10:51:14,274 basehttp 31728 32084 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 10:51:14,274 basehttp 31728 22788 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 10:51:18,417 basehttp 31728 32084 "GET /api/analysis-results/?confidence_min=0&confidence_max=100&verified=false&ordering=-created_at HTTP/1.1" 200 52
INFO 2025-10-28 10:51:39,677 basehttp 31728 32084 "GET /api/alerts/?is_resolved=false&ordering=-created_at HTTP/1.1" 200 52
INFO 2025-10-28 10:51:49,674 basehttp 31728 32084 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-28 10:52:02,427 basehttp 31728 32084 "GET /api/satellite-images/ HTTP/1.1" 200 52
INFO 2025-10-28 10:52:02,429 basehttp 31728 22788 "GET /api/analysis-results/ HTTP/1.1" 200 52
INFO 2025-10-28 10:52:02,456 basehttp 31728 32084 "GET /api/alerts/ HTTP/1.1" 200 52
INFO 2025-10-28 11:01:39,400 basehttp 31728 18624 "GET /api/auth/users/me/ HTTP/1.1" 200 209
INFO 2025-10-28 11:01:39,435 basehttp 31728 18624 "GET /api/auth/users/me/ HTTP/1.1" 200 209
INFO 2025-10-28 11:01:39,468 basehttp 31728 18624 "GET /api/dashboard/stats/ HTTP/1.1" 200 165
WARNING 2025-10-28 11:01:39,479 log 31728 18624 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 11:01:39,479 basehttp 31728 18624 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 11:01:39,479 log 31728 18624 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 11:01:39,479 basehttp 31728 18624 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 11:01:39,512 basehttp 31728 18624 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-28 11:01:39,646 basehttp 31728 32996 "GET /api/pipelines/ HTTP/1.1" 200 52
WARNING 2025-10-28 11:01:40,496 log 31728 32996 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 11:01:40,506 log 31728 18624 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 11:01:40,506 basehttp 31728 32996 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 11:01:40,506 basehttp 31728 18624 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 11:01:43,909 basehttp 31728 18624 "GET /api/pipelines/?search=&status=&material=&ordering=-created_at HTTP/1.1" 200 52
INFO 2025-10-28 11:01:45,978 basehttp 31728 18624 "GET /api/satellite-images/?search=&pipeline=&satellite_name=&processing_status=&source_api=&ordering=-image_date HTTP/1.1" 200 52
INFO 2025-10-28 11:01:54,285 basehttp 31728 18624 "GET /api/analysis-results/?confidence_min=0&confidence_max=100&verified=false&ordering=-created_at HTTP/1.1" 200 52
INFO 2025-10-28 11:02:11,721 basehttp 31728 18624 "GET /api/alerts/?is_resolved=false&ordering=-created_at HTTP/1.1" 200 52
INFO 2025-10-28 11:02:15,936 basehttp 31728 34504 "GET /api/alerts/ HTTP/1.1" 200 52
INFO 2025-10-28 11:02:15,936 basehttp 31728 32996 "GET /api/analysis-results/ HTTP/1.1" 200 52
INFO 2025-10-28 11:02:16,030 basehttp 31728 18624 "GET /api/satellite-images/ HTTP/1.1" 200 52
INFO 2025-10-28 11:02:26,496 basehttp 31728 18624 "GET /api/activity-logs/?ordering=-timestamp HTTP/1.1" 200 52
INFO 2025-10-28 11:02:28,044 basehttp 31728 18624 "GET /api/users/?ordering=-date_joined HTTP/1.1" 200 688
INFO 2025-10-28 11:36:06,067 basehttp 31728 27052 "GET /api/dashboard/stats/ HTTP/1.1" 200 165
INFO 2025-10-28 11:36:44,159 basehttp 31728 27052 "GET /api/settings/current/ HTTP/1.1" 200 741
INFO 2025-10-28 11:36:50,013 basehttp 31728 27052 "GET /api/pipelines/ HTTP/1.1" 200 52
INFO 2025-10-28 11:36:50,018 basehttp 31728 28616 "GET /api/satellite-images/ HTTP/1.1" 200 52
INFO 2025-10-28 11:36:50,044 basehttp 31728 27052 "GET /api/analysis-results/ HTTP/1.1" 200 52
INFO 2025-10-28 11:36:50,044 basehttp 31728 28616 "GET /api/alerts/ HTTP/1.1" 200 52
INFO 2025-10-28 11:42:35,589 basehttp 31728 34536 "GET /api/auth/users/me/ HTTP/1.1" 200 209
INFO 2025-10-28 11:42:35,620 basehttp 31728 34536 "GET /api/auth/users/me/ HTTP/1.1" 200 209
WARNING 2025-10-28 11:42:35,717 log 31728 19596 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 11:42:35,722 basehttp 31728 19596 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 11:42:35,726 log 31728 19596 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 11:42:35,726 basehttp 31728 19596 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 11:42:35,764 basehttp 31728 34536 "GET /api/dashboard/stats/ HTTP/1.1" 200 165
INFO 2025-10-28 11:42:35,764 basehttp 31728 19596 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-28 11:42:35,794 basehttp 31728 19596 "GET /api/pipelines/ HTTP/1.1" 200 52
WARNING 2025-10-28 11:42:36,742 log 31728 19596 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 11:42:36,742 basehttp 31728 19596 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
WARNING 2025-10-28 11:42:36,750 log 31728 34536 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 11:42:36,750 basehttp 31728 34536 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
INFO 2025-10-28 11:42:38,318 basehttp 31728 34536 "GET /api/satellite-images/ HTTP/1.1" 200 52
INFO 2025-10-28 11:42:38,318 basehttp 31728 19596 "GET /api/analysis-results/ HTTP/1.1" 200 52
INFO 2025-10-28 11:42:38,318 basehttp 31728 31696 "GET /api/alerts/ HTTP/1.1" 200 52
WARNING 2025-10-28 11:49:31,742 log 31728 23112 Unauthorized: /api/auth/users/me/
WARNING 2025-10-28 11:49:31,742 basehttp 31728 23112 "GET /api/auth/users/me/ HTTP/1.1" 401 172
WARNING 2025-10-28 11:49:31,748 log 31728 23112 Unauthorized: /api/auth/users/me/
WARNING 2025-10-28 11:49:31,750 basehttp 31728 23112 "GET /api/auth/users/me/ HTTP/1.1" 401 172
INFO 2025-10-28 11:49:31,752 basehttp 31728 23112 "OPTIONS /api/auth/jwt/refresh/ HTTP/1.1" 200 0
INFO 2025-10-28 11:49:31,755 basehttp 31728 23112 "OPTIONS /api/auth/jwt/refresh/ HTTP/1.1" 200 0
INFO 2025-10-28 11:49:31,796 basehttp 31728 23112 "POST /api/auth/jwt/refresh/ HTTP/1.1" 200 489
WARNING 2025-10-28 11:49:31,824 log 31728 23112 Unauthorized: /api/auth/jwt/refresh/
WARNING 2025-10-28 11:49:31,825 basehttp 31728 23112 "POST /api/auth/jwt/refresh/ HTTP/1.1" 401 58
INFO 2025-10-28 11:49:31,858 basehttp 31728 23112 - Broken pipe from ('127.0.0.1', 54110)
WARNING 2025-10-28 11:49:41,196 log 31728 19852 Unauthorized: /api/auth/jwt/create/
WARNING 2025-10-28 11:49:41,196 basehttp 31728 19852 "POST /api/auth/jwt/create/ HTTP/1.1" 401 63
INFO 2025-10-28 11:49:53,940 basehttp 31728 19852 "POST /api/auth/jwt/create/ HTTP/1.1" 200 489
INFO 2025-10-28 11:49:53,978 basehttp 31728 19852 "GET /api/auth/users/me/ HTTP/1.1" 200 204
WARNING 2025-10-28 11:49:54,023 log 31728 32744 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 11:49:54,027 log 31728 30408 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 11:49:54,027 basehttp 31728 32744 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-28 11:49:54,027 basehttp 31728 30408 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
INFO 2025-10-28 11:49:54,043 basehttp 31728 32912 "GET /api/alerts/active/ HTTP/1.1" 200 2
INFO 2025-10-28 11:49:54,158 basehttp 31728 19852 "GET /api/dashboard/stats/ HTTP/1.1" 200 165
INFO 2025-10-28 11:49:54,160 basehttp 31728 32744 "GET /api/pipelines/ HTTP/1.1" 200 52
WARNING 2025-10-28 11:49:55,044 log 31728 32744 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 11:49:55,044 log 31728 19852 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 11:49:55,044 basehttp 31728 32744 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-28 11:49:55,044 basehttp 31728 19852 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
INFO 2025-10-28 11:49:57,124 basehttp 31728 32744 "GET /api/analysis-results/ HTTP/1.1" 200 52
INFO 2025-10-28 11:49:57,124 basehttp 31728 19852 "GET /api/satellite-images/ HTTP/1.1" 200 52
INFO 2025-10-28 11:49:57,124 basehttp 31728 32912 "GET /api/alerts/ HTTP/1.1" 200 52
WARNING 2025-10-28 12:02:02,099 log 31728 32180 Not Found: /api/dashboard/pipeline-health/
WARNING 2025-10-28 12:02:02,099 log 31728 34012 Not Found: /api/dashboard/recent-activity/
WARNING 2025-10-28 12:02:02,099 basehttp 31728 32180 "GET /api/dashboard/pipeline-health/ HTTP/1.1" 404 35433
WARNING 2025-10-28 12:02:02,099 basehttp 31728 34012 "GET /api/dashboard/recent-activity/ HTTP/1.1" 404 35433
